CATEGORY|DATE|BANK_NAME|ATM_CRM_ONSITE_NOS|ATM_CRM_OFFSITE_NOS|POS_NOS|MICRO_ATM_NOS|BHARAT_QR_CODES_NOS|UPI_QR_CODES_NOS|CREDIT_CARDS_NOS|DEBIT_CARDS_NOS|CREDIT_CARD_POS_TXN_VOLUME_NOS|CREDIT_CARD_POS_TXN_VALUE_AMT|CREDIT_CARD_ECOM_VOLUME_NOS|CREDIT_CARD_ECOM_VALUE_AMT|CREDIT_CARD_OTHERS_VOLUME_NOS|CREDIT_CARD_OTHERS_VALUE_AMT|CASH_WITHDRAWAL_ATM_VOLUME_NOS|CASH_WITHDRAWAL_ATM_VALUE_AMT|DEBIT_CARD_POS_TXN_VOLUME_NOS|DEBIT_CARD_POS_TXN_VALUE_AMT|DEBIT_CARD_ECOM_VOLUME_NOS|DEBIT_CARD_ECOM_VALUE_AMT|DEBIT_CARD_OTHERS_VOLUME_NOS|DEBIT_CARD_OTHERS_VALUE_AMT|CASH_WITHDRAWAL_ATM_VOLUME_NOS.1|CASH_WITHDRAWAL_ATM_VALUE_AMT.1|CASH_WITHDRAWAL_POS_VOLUME_NOS|CASH_WITHDRAWAL_POS_VALUE_AMT
Foreign Banks|2024-03-31|KOOKMIN BANK|1|0|0|0|0|0|0|373|0|0.0|0|0.0|0|0.0|0|0.0|808|2599.70303|230|768.29831|0|0.0|193|1349.5|0|0.0
Foreign Banks|2024-03-31|SBM BANK INDIA LTD|0|0|0|2104|0|0|940019|772513|278504|372564.3826200007|485246|813195.8957199997|0|0.0|2538|9468.00433|8722|22993.74886|11129|31207.667160000005|0|0.0|151225|233221.493|0|0.0
Foreign Banks|2024-03-31|STANDARD CHARTERED BANK LTD|102|64|0|0|0|0|1021986|1105271|1264735|4281026.566039474|1371991|7092420.34233998|0|0.0|2702|16642.220259999784|447717|1338500.6509800002|177221|623177.7629400002|30|454.215|754926|3885525.14987|0|0.0
Foreign Banks|2024-03-31|WOORI BANK|0|0|0|0|0|0|0|1139|0|0.0|0|0.0|0|0.0|0|0.0|2581|8851.909220000001|990|2668.22633|0|0.0|835|6169.9|0|0.0
Payment Banks|2024-03-31|AIRTEL PAYMENTS BANK|0|0|0|124631|0|3163183|0|2034935|0|0.0|0|0.0|0|0.0|0|0.0|13815|22909.16323|240959|335018.89873|0|0.0|161391|725258.60302|0|0.0
Payment Banks|2024-03-31|FINO PAYMENTS BANK|0|0|0|413963|0|15089|0|9075907|0|0.0|0|0.0|0|0.0|0|0.0|168173|502707.21035|10723|16310.88851|0|0.0|2367454|7920213.42|129|80.836
Payment Banks|2024-03-31|INDIA POST PAYMENTS BANK|0|0|0|353810|0|1071090|0|15412517|0|0.0|0|0.0|0|0.0|0|0.0|0|0.0|360077|114525.98777|0|0.0|0|0.0|0|0.0
Payment Banks|2024-03-31|JIO PAYMENTS BANK|0|0|0|0|0|1032|0|56|0|0.0|0|0.0|0|0.0|0|0.0|8|9.42467|10|9.79482|0|0.0|14|21.8|0|0.0
Payment Banks|2024-03-31|NSDL PAYMENTS BANK|0|0|0|495047|0|0|0|907860|0|0.0|0|0.0|0|0.0|0|0.0|2316|2467.10386|39245|27871.67765|0|0.0|74854|193091.975|0|0.0
Payment Banks|2024-03-31|PAYTM PAYMENTS BANK|0|0|724593|0|0|35560449|0|32299494|0|0.0|0|0.0|0|0.0|0|0.0|41011|53708.24341999999|127282|238095.28656|0|0.0|259659|1137577.0|0|0.0
Small Finance Banks|2024-03-31|AU SMALL FINANCE BANK LTD|508|3|0|400|0|1146754|958503|3003666|1086105|7054662.11354|1655581|12362201.195540002|1185|1263.859|5565|31850.1|201040|523543.8896499968|284330|1114349.9202200635|224|3300.211|1207755|8486859.0|8|7.5
Small Finance Banks|2024-03-31|CAPITAL SMALL FINANCE BANK LTD|177|2|0|0|0|0|0|252963|0|0.0|0|0.0|0|0.0|0|0.0|28138|87441.88142000012|4351|19524.046540000003|0|0.0|119955|685455.223|0|0.0
Small Finance Banks|2024-03-31|EQUITAS SMALL FINANCE BANK LTD|361|4|26130|320|44773|0|0|1910144|0|0.0|0|0.0|0|0.0|0|0.0|145062|300831.26961|40831|164402.12334|0|0.0|3199843|9355566.436|0|0.0
Small Finance Banks|2024-03-31|ESAF SMALL FINANCE BANK LTD|611|3|0|5024|0|0|0|5663442|0|0.0|0|0.0|0|0.0|0|0.0|179583|309938.77445999987|12931|34640.015490000005|0|0.0|1172382|6316103.635|19|13.7
Small Finance Banks|2024-03-31|FINCARE SMALL FINANCE BANK LTD|171|0|0|436|0|77769|0|5609683|0|0.0|0|0.0|0|0.0|0|0.0|41088|61311.80569|7595|26468.91463|0|0.0|1007863|5236192.152|0|0.0
Small Finance Banks|2024-03-31|JANA SMALL FINANCE BANK LTD|59|2|0|162|0|498908|0|3257325|0|0.0|0|0.0|0|0.0|0|0.0|53248|114978.93573|9181|26892.56735|0|0.0|546584|2883391.20846|0|0.0
Small Finance Banks|2024-03-31|NORTH EAST SMALL FINANCE BANK LTD|18|1|0|0|0|0|0|441410|0|0.0|0|0.0|0|0.0|0|0.0|6267|8311.14516|0|0.0|0|0.0|54020|261415.3|0|0.0
Small Finance Banks|2024-03-31|SHIVALIK SMALL FINANCE BANK LTD|0|0|0|0|0|0|0|82037|0|0.0|0|0.0|0|0.0|0|0.0|4413|11514.51219|3515|13613.78392|0|0.0|34145|191818.6|0|0.0
Small Finance Banks|2024-03-31|SURYODAY SMALL FINANCE BANK LTD|0|0|0|67|0|0|0|771700|0|0.0|0|0.0|0|0.0|0|0.0|33523|39155.72951999999|732|2740.6973|0|0.0|677371|453580.865|0|0.0
Small Finance Banks|2024-03-31|UJJIVAN SMALL FINANCE BANK LTD|592|4|0|0|0|589112|0|10263662|0|0.0|0|0.0|0|0.0|0|0.0|214834|425027.08343|68866|189032.11074|0|0.0|3921340|17147788.9|63|55.9
Small Finance Banks|2024-03-31|UNITY SMALL FINANCE BANK LTD|232|0|32|0|0|0|0|1162|0|0.0|0|0.0|0|0.0|0|0.0|51|66.63611999999999|4|1.193|0|0.0|321|640.1|0|0.0
Small Finance Banks|2024-03-31|UTKARSH SMALL FINANCE BANK LTD|313|7|0|615|0|37188|377|1884304|477|1572.90701|273|2782.79548|0|0.0|0|0.0|34184|76496.95440000018|11576|33654.38321999994|19|208.1|346224|1571374.72125|0|0.0
Public Sector Banks|2024-04-30|BANK OF BARODA|8083|2631|38491|45378|11605|1872633|2553872|95799680|2467681|9313995.465960002|2265594|14227260.683199998|0|0.0|19695|96520.53646|4124584|9652288.358290002|501908|2699354.2322500004|23|71.303|25103105|125165873.536|387|424.832
Public Sector Banks|2024-04-30|BANK OF INDIA|5329|2900|43215|18933|0|1102836|75738|45111110|150000|589651.42516|62534|292553.82398000004|0|0.0|8833|54594.986520000006|2758192|5992010.72468|804363|1316958.3661|0|0.0|15945755|67443078.859|929|965.726
Public Sector Banks|2024-04-30|BANK OF MAHARASHTRA|1970|85|1466|1844|355014|966623|32900|13667691|51240|227083.54421000005|18754|105286.75877|0|0.0|901|4488.6|1296840|2310869.14942|314593|562317.44538|5623|64595.78285|5859767|26355974.234830003|0|0.0
Public Sector Banks|2024-04-30|CANARA BANK|8217|3953|75919|13167|0|2299219|864054|57567033|997065|3704214.36187|398404|2131549.73143|0|0.0|88198|485351.0|6590098|18014556.38504|1126096|3806986.64141|4004|63959.745|32623190|158401732.702|540|473.59
Public Sector Banks|2024-04-30|CENTRAL BANK OF INDIA|2857|1144|3060|2453|18935|1302722|0|29024244|0|0.0|0|0.0|0|0.0|0|0.0|1683951|4178629.173|269538|810234.117|0|0.0|9086255|43634101.396|4137|4388.001
Public Sector Banks|2024-04-30|INDIAN BANK|4383|606|21590|11322|0|2648048|222890|32289290|203158|876020.52999|117208|961579.18383|0|0.0|4836|35367.254|3458204|8363665.14001|848457|1770045.4576300003|3556|59671.42137|20256553|96728776.89409|7630|7592.7
Public Sector Banks|2024-04-30|INDIAN OVERSEAS BANK|2773|732|0|0|0|371117|82752|18336099|69692|202277.35636|19359|67913.45788|0|0.0|2458|12191.50945|2497672|5761605.00037|501075|1060055.99772|0|0.0|11979763|51395639.60775|0|0.0
Public Sector Banks|2024-04-30|PUNJAB AND SIND BANK|1012|26|687|964|834|122989|0|3901929|0|0.0|0|0.0|0|0.0|0|0.0|355300|880240.70097|157103|365805.8475|0|0.0|1514312|7258595.8|0|0.0
Public Sector Banks|2024-04-30|PUNJAB NATIONAL BANK|7797|4306|37435|11265|670183|619530|529200|40132781|401303|1666436.07597|224778|1275002.39975|2|118.0|9915|29305.625|4616778|12037296.72406|1615714|3605014.99704|0|0.0|26300345|136119395.70421|0|0.0
Public Sector Banks|2024-04-30|STATE BANK OF INDIA|24660|38673|1380125|51268|888961|4042752|19003597|229196981|26878961|105228298.401|29897383|140723571.078|0|0.0|148211|622346.417|35034957|86654384.17425|8243426|21699991.16225|1089|15902.98675|166926036|875579264.1805999|22026|21444.12497
Public Sector Banks|2024-04-30|UCO BANK|2249|229|10834|3568|489|1068728|0|12939824|0|0.0|0|0.0|0|0.0|0|0.0|1050049|2674914.99956|605078|1216274.37887|807|14084.148|6719682|31784305.22239|808|851.78386
Public Sector Banks|2024-04-30|UNION BANK OF INDIA|7687|2004|39883|8003|261228|282814|789716|54461957|792892|3321674.261|1493795|3301116.542|0|0.0|17278|77297.4|5405925|12410187.292920005|2713799|5708983.38111|3146|12303.9414|44396414|141138883.41748998|6158|6553.64037
Private Sector Banks|2024-04-30|AXIS BANK LTD|6284|9574|1811550|541|769179|81749351|14223475|35129160|32100725|81408524.98396005|22854726|103459163.66159996|0|0.0|93310|436085.532|5621405|17600719.97696002|2537629|14880944.366989993|14218|373255.2149300004|19230030|122995137.98904|0|0.0
Private Sector Banks|2024-04-30|BANDHAN BANK LTD|433|5|58044|0|0|0|27|5644892|45|72.08448|64|47.31153|0|0.0|3|6.0|291651|963701.01876|93963|358780.80682000006|0|0.0|2283995|12816892.995|1736|1735.508
Private Sector Banks|2024-04-30|CITY UNION BANK LTD.|1147|534|7012|68561|0|68862|27964|2781266|54808|225837.34168001055|23389|198801.7273599972|0|0.0|369|1708.0|410332|1168881.21981|39545|112484.8412|0|0.0|2533108|13858320.57823|0|0.0
Private Sector Banks|2024-04-30|CSB BANK LTD.|692|49|0|0|11755|0|90439|872933|140598|568088.4844600001|112329|1032093.45737|0|0.0|0|0.0|174684|391486.59842|16429|52905.02223|4|11.0|440614|2231148.95|3|3.1
Private Sector Banks|2024-04-30|DCB BANK LTD|413|5|8047|0|13152|0|0|879606|0|0.0|0|0.0|0|0.0|0|0.0|82680|249840.05951|39251|140067.51342|248|7152.464|376918|1535370.47549|0|0.0
Private Sector Banks|2024-04-30|DHANALAKSHMI BANK LTD|240|40|1571|0|0|33016|11454|540660|23691|56088.247350000005|6125|23348.7438|1|5.03878|261|929.7|172554|345274.1644800001|8480|18898.28421|0|0.0|454668|2041222.11661|0|0.0
Private Sector Banks|2024-04-30|FEDERAL BANK LTD|1687|336|20236|947|2419|5172118|969871|13644506|1691367|5476728.864|1852921|9493122.125|0|0.0|3214|14427.1|3477095|8536379.383|1378541|5090811.073|2805|39797.03673|8293021|42765547.278|53|49.1
Private Sector Banks|2024-04-30|HDFC BANK LTD|11904|9114|1476272|4728|1920110|539647|20822152|55385752|56549835|157491333.24060997|31856390|251497586.03038004|0|0.0|222283|1375010.7033900002|12142793|41746531.92416001|7887133|33658590.73368|73440|1152661.76723|37200707|241824145.98|5367|5332.07153
Private Sector Banks|2024-04-30|ICICI BANK LTD|10068|7100|1705364|9809|589103|3501394|17008241|32216763|19517937|96912431.72349992|43882511|197118864.45407104|69|4385.852|76675|370288.15|7816497|27380436.3620302|3122446|19668625.144050013|8809|181750.87|17404171|122356484.402|5|1.43728
Private Sector Banks|2024-04-30|IDBI BANK LTD|2326|982|14167|1539|11147|306003|35257|11832828|74637|277070.51365000004|57867|203753.4027|0|0.0|498|2690.741|1383092|3274167.3520700643|259727|761288.7973100157|0|0.0|5636443|28728001.785390005|67|68.418
Private Sector Banks|2024-04-30|IDFC FIRST BANK LTD|883|308|44837|9605|0|38079|2654208|6484278|6846373|15502539.21788|1961362|12629046.23725|0|0.0|29440|127468.6|718248|2110786.09884|271285|1940715.80092|0|0.0|4126939|20829166.473|0|0.0
Private Sector Banks|2024-04-30|INDUSIND BANK LTD|1838|1138|235181|146|59440|5891994|2936739|10935392|3960683|23828017.069|4490824|52045521.375|0|0.0|28770|152375.067|874177|2455015.877|643894|2982418.443|966|80602.03556|4200096|26162593.227569|0|0.0
Private Sector Banks|2024-04-30|JAMMU AND KASHMIR BANK LTD|942|627|14306|942|0|423912|118333|4340498|195154|1505696.7689|109884|375624.73137|0|0.0|9254|38331.02697|1642765|2677481.37708|880190|647038.0687000001|0|0.0|5848735|31985273.458|2|1.9
Private Sector Banks|2024-04-30|KARNATAKA BANK LTD|918|579|10130|0|0|81795|0|5277270|0|0.0|0|0.0|0|0.0|0|0.0|876140|1874168.68743|78486|212216.74061|0|0.0|3963298|19136713.129|0|0.0
Private Sector Banks|2024-04-30|KARUR VYSYA BANK LTD|1469|801|8896|0|0|36759|10244|4822628|26940|178462.85025999998|9421|121157.00734|0|0.0|669|4973.4|1092514|2896265.32585|172256|638748.34712|0|0.0|4334989|21387535.65644|0|0.0
Private Sector Banks|2024-04-30|KOTAK MAHINDRA BANK LTD|1770|1480|79046|4441|120428|535549|6000473|34607507|12648052|29836194.14626|4632588|40621956.12988|0|0.0|51214|229505.16777|2516999|5869798.932|2073866|5739577.049|0|0.0|12006143|57756048.13281|0|0.0
Private Sector Banks|2024-04-30|NAINITAL BANK LTD|0|0|0|0|0|0|0|255210|0|0.0|0|0.0|0|0.0|0|0.0|16423|34947.585869999995|6396|14744.7105|0|0.0|77690|383496.812|13|15.7
Private Sector Banks|2024-04-30|RBL BANK LTD|360|36|1517438|0|3429|124002|5214593|1492756|7200567|36973019.10547|2937610|32133927.11203|0|0.0|48765|196976.0559|187370|520620.8157399993|105186|800300.4988300011|91|4433.482400000001|582128|3146323.571|0|0.0
Private Sector Banks|2024-04-30|SOUTH INDIAN BANK|910|410|18152|0|24832|93532|403742|3673619|773005|2812085.15856|715765|5027545.84056|0|0.0|0|0.0|1207970|3076778.19791|186695|793259.05138|0|0.0|2945638|14922091.74348|0|0.0
Private Sector Banks|2024-04-30|TAMILNAD MERCANTILE BANK LTD|502|659|2005|0|0|137224|31790|2302391|43104|192667.83732|15583|98874.78404|0|0.0|2074|7980.3|357803|951666.84284|40278|122522.62731|109|339.382|4742772|20826095.4|0|0.0
Private Sector Banks|2024-04-30|YES BANK LTD|1130|167|77292|98118|294983|438596697|2111216|4875350|5072527|12928018.764990002|1000408|12824416.32541|0|0.0|20282|101903.274|671288|1739838.0599999926|182930|830521.492009997|36|691.75|2646574|13372969.958|143|123.8
Foreign Banks|2024-04-30|AMERICAN EXPRESS BANKING CORPORATION|0|0|50188|0|0|0|1354029|0|1248967|10389668.285|3634197|34405475.693|0|0.0|0|0.0|0|0.0|0|0.0|0|0.0|0|0.0|0|0.0
Foreign Banks|2024-04-30|BANK OF AMERICA|0|0|0|0|0|0|0|0|0|0.0|0|0.0|0|0.0|0|0.0|0|0.0|0|0.0|0|0.0|0|0.0|0|0.0
Foreign Banks|2024-04-30|BANK OF BAHRAIN & KUWAIT B.S.C.|0|0|0|0|0|0|0|272|0|0.0|0|0.0|0|0.0|0|0.0|1240|3798.70314|127|3614.4925|0|0.0|1451|7941.9|0|0.0
Foreign Banks|2024-04-30|BARCLAYS BANK PLC|0|0|0|0|1|0|0|769|0|0.0|0|0.0|0|0.0|0|0.0|136|832.15751|23|91.08573|0|0.0|375|3421.49929|0|0.0
Foreign Banks|2024-04-30|CITI BANK|0|0|0|0|0|0|202096|0|133412|778256.9229699888|231061|3030436.350099756|0|0.0|610|4805.5|0|0.0|0|0.0|0|0.0|0|0.0|0|0.0
Foreign Banks|2024-04-30|DBS INDIA BANK LTD|438|472|624|93|0|6198|555259|2021885|481047|2300098.2523600003|214869|1702843.13912|0|0.0|3978|12370.7|235994|552961.8098200001|111499|307918.85719|0|0.0|836807|4412866.5041000005|0|0.0
Foreign Banks|2024-04-30|DEUTSCHE BANK LTD|13|2|0|0|0|2|0|112062|0|0.0|0|0.0|0|0.0|0|0.0|29694|94343.69947000008|12870|55126.94447999976|0|0.0|32019|190931.457|0|0.0
Foreign Banks|2024-04-30|DOHA BANK Q.P.S.C.|2|0|0|0|0|0|0|21520|0|0.0|0|0.0|0|0.0|0|0.0|862|2522.05581|205|574.05065|0|0.0|2061|11690.3|0|0.0
Foreign Banks|2024-04-30|HSBC LTD|46|28|0|0|0|0|666161|735223|815430|2898093.68464955|1278208|6027862.00030992|0|0.0|2213|15684.69661|243629|1054201.6746799902|0|0.0|0|0.0|229932|1371941.4771200002|0|0.0
Foreign Banks|2024-04-30|KEB HANA BANK|1|0|0|0|0|0|0|1453|0|0.0|0|0.0|0|0.0|0|0.0|1249|4367.73|153|532.565|0|0.0|357|2345.5|0|0.0
Foreign Banks|2024-04-30|KOOKMIN BANK|1|0|0|0|0|0|0|379|0|0.0|0|0.0|0|0.0|0|0.0|800|2474.9114|280|520.79981|0|0.0|158|927.7|0|0.0
Foreign Banks|2024-04-30|SBM BANK INDIA LTD|0|0|0|2066|0|0|934735|777851|267371|379485.8841800006|449988|823824.6048099999|0|0.0|3414|12944.88770000001|7971|22715.10802|10375|25332.18841|0|0.0|122174|153285.236|0|0.0
Foreign Banks|2024-04-30|STANDARD CHARTERED BANK LTD|102|63|0|0|0|0|1025619|1082311|1371377|4630188.992687956|1411393|6627450.471861444|0|0.0|3107|19047.309629999727|412487|1298586.36474|164528|586077.7849300002|33|733.127|683472|3491251.015699996|0|0.0
Foreign Banks|2024-04-30|WOORI BANK|0|0|0|0|0|0|0|1152|0|0.0|0|0.0|0|0.0|0|0.0|2388|8279.57174|1040|2694.15757|0|0.0|849|6126.02|0|0.0
Payment Banks|2024-04-30|AIRTEL PAYMENTS BANK|0|0|0|123461|0|3081933|0|2632166|0|0.0|0|0.0|0|0.0|0|0.0|25487|24945.90085|275472|295547.07005000004|0|0.0|168081|739649.27528|0|0.0
Payment Banks|2024-04-30|FINO PAYMENTS BANK|0|0|0|418646|0|15791|0|9202408|0|0.0|0|0.0|0|0.0|0|0.0|152973|401717.996|10756|11279.27234|0|0.0|2193698|7358181.173|136|84.2
Payment Banks|2024-04-30|INDIA POST PAYMENTS BANK|0|0|0|351198|0|1092677|0|15836363|0|0.0|0|0.0|0|0.0|0|0.0|0|0.0|429092|113266.486|0|0.0|0|0.0|0|0.0
Payment Banks|2024-04-30|JIO PAYMENTS BANK|0|0|0|0|0|799|0|64|0|0.0|0|0.0|0|0.0|0|0.0|1|0.335|1|0.47082|0|0.0|1|4.0|0|0.0
Payment Banks|2024-04-30|NSDL PAYMENTS BANK|0|0|0|466793|0|0|0|992256|0|0.0|0|0.0|0|0.0|0|0.0|1876|2365.37314|41428|30012.73596|0|0.0|98830|192792.324|0|0.0
Payment Banks|2024-04-30|PAYTM PAYMENTS BANK|0|0|0|0|0|0|0|32285282|0|0.0|0|0.0|0|0.0|0|0.0|1783|1259.24866|6628|4757.32071|0|0.0|3136|9412.8|0|0.0
Small Finance Banks|2024-04-30|AU SMALL FINANCE BANK LTD|687|5|0|840|0|304105|976536|8633841|1085388|7139744.219349999|1576894|10547653.262260005|538|599.391|5888|34144.205|234545|586336.5469599963|172201|879713.1373500164|157|2264.227|2027924|12163162.477|11|11.0
Small Finance Banks|2024-04-30|CAPITAL SMALL FINANCE BANK LTD|177|2|0|0|0|0|0|248266|0|0.0|0|0.0|0|0.0|0|0.0|26108|82470.4746600001|4095|16708.256350000018|0|0.0|114682|646940.562|0|0.0
Small Finance Banks|2024-04-30|EQUITAS SMALL FINANCE BANK LTD|361|4|25683|320|45553|0|0|1839558|0|0.0|0|0.0|0|0.0|0|0.0|141497|325870.21918|41444|136887.19792|0|0.0|2934948|8038129.965|0|0.0
Small Finance Banks|2024-04-30|ESAF SMALL FINANCE BANK LTD|613|3|0|5170|0|0|0|5700155|0|0.0|0|0.0|0|0.0|0|0.0|176476|313855.77886|13314|29739.85947|0|0.0|936899|4649133.82|21|13.9
Small Finance Banks|2024-04-30|JANA SMALL FINANCE BANK LTD|59|2|0|152|0|499466|0|3312057|0|0.0|0|0.0|0|0.0|0|0.0|47101|106150.2478|7935|25523.37286|0|0.0|458852|2366471.27299|0|0.0
Small Finance Banks|2024-04-30|NORTH EAST SMALL FINANCE BANK LTD|19|1|0|0|0|0|0|447833|0|0.0|0|0.0|0|0.0|0|0.0|6453|8201.16316|0|0.0|0|0.0|52200|242223.0|0|0.0
Small Finance Banks|2024-04-30|SHIVALIK SMALL FINANCE BANK LTD|0|0|0|0|0|0|0|79599|0|0.0|0|0.0|0|0.0|0|0.0|4140|10918.92922|3421|13027.80573|0|0.0|31887|180348.3|0|0.0
Small Finance Banks|2024-04-30|SURYODAY SMALL FINANCE BANK LTD|0|0|0|67|0|0|0|736906|0|0.0|0|0.0|0|0.0|0|0.0|38168|44253.917|963|3048.278|0|0.0|98061|390921.279|0|0.0
Small Finance Banks|2024-04-30|UJJIVAN SMALL FINANCE BANK LTD|596|4|0|0|0|594780|0|10384511|0|0.0|0|0.0|0|0.0|0|0.0|201994|400588.3744100001|63578|151132.35872|0|0.0|3389327|14426867.426|44|39.4
Small Finance Banks|2024-04-30|UNITY SMALL FINANCE BANK LTD|232|0|0|0|0|0|0|9281|0|0.0|0|0.0|0|0.0|0|0.0|549|785.7045899999999|3|0.053|0|0.0|2821|7792.6|0|0.0
Small Finance Banks|2024-04-30|UTKARSH SMALL FINANCE BANK LTD|313|7|0|624|0|37451|380|1895996|536|2051.71171|335|2325.2001800000003|0|0.0|6|0.6|30843|73968.22468999994|11642|31520.24705999981|22|321.6|299287|1436313.569|0|0.0
Public Sector Banks|2024-05-31|BANK OF BARODA|8176|2517|39897|45057|14450|1922961|2575688|96219184|2470100|9493879.71135|2402078|15777419.30895|0|0.0|17763|87328.089|4060091|9357492.12619|421604|2692827.35823|18|44.876|24590143|120753592.344|373|377.314
Public Sector Banks|2024-05-31|BANK OF INDIA|5329|2900|42374|19340|0|1113311|75336|44929324|143662|573535.66894|61062|296087.37341|0|0.0|9689|59058.80151|2724465|5739174.87873|765846|1257956.503|0|0.0|15636632|65213405.112|287|308.16
Public Sector Banks|2024-05-31|BANK OF MAHARASHTRA|2045|161|1470|1774|355014|895552|32777|13709988|49219|222031.14597|18850|108292.82171|0|0.0|920|4588.6|1286840|2282503.84571|297954|573636.7277|5802|65309.20489|5820990|26092947.95477|0|0.0
Public Sector Banks|2024-05-31|CANARA BANK|8281|3958|77111|13167|0|2514139|887767|57401577|1019280|3831236.31394|416920|2286617.80569|0|0.0|92442|509329.7|6713398|18546496.68388|1130350|4090722.8557|4045|63496.031|32083461|155827575.499|515|430.037
Public Sector Banks|2024-05-31|CENTRAL BANK OF INDIA|2857|1144|3119|2453|21273|1337330|0|28627001|0|0.0|0|0.0|0|0.0|0|0.0|1654335|4073860.332|260602|792563.46|0|0.0|8879663|41610041.413|2309|3356.456
Public Sector Banks|2024-05-31|INDIAN BANK|4440|612|21606|11588|0|2686640|226552|32302570|204108|904503.18268|124737|1076332.68815|0|0.0|5059|37399.097|3485227|8644831.149290001|808992|1774296.4512199997|490|7927.34691|20287507|96856465.26103002|1540|1524.3
Public Sector Banks|2024-05-31|INDIAN OVERSEAS BANK|2773|732|0|0|0|375754|79414|18545083|71419|209246.29766|21698|74952.74942000001|0|0.0|2530|12547.63035|2531162|6007695.59542|518093|1141365.06893|0|0.0|12084295|51544450.61677001|0|0.0
Public Sector Banks|2024-05-31|PUNJAB AND SIND BANK|1021|27|725|1094|872|124754|0|3902727|0|0.0|0|0.0|0|0.0|0|0.0|356354|889713.5095999999|139777|337153.86058|0|0.0|1503131|7312667.4|0|0.0
Public Sector Banks|2024-05-31|PUNJAB NATIONAL BANK|7781|4309|37370|0|672418|637818|532295|40411045|402065|1651439.8991299998|231787|1338310.4966099998|2|145.0|9798|29865.25|4771925|12147127.22872|1593517|3539086.15842|0|0.0|26523773|135533618.38533|0|0.0
Public Sector Banks|2024-05-31|STATE BANK OF INDIA|24235|38570|1382550|51262|899360|4115457|19117365|231350829|27073289|109108277.899|32616731|154646126.879|0|0.0|137149|578501.849|34782372|85738371.64041|8045909|20464315.21518|1033|13834.29934|161954495|849079191.3136|20051|18849.897
Public Sector Banks|2024-05-31|UCO BANK|2243|228|10800|3568|455|1093975|0|12900680|0|0.0|0|0.0|0|0.0|0|0.0|1025460|2607330.98348|570014|1168146.44414|913|16327.039170000002|6560752|30782043.02944|777|801.9922999999999
Public Sector Banks|2024-05-31|UNION BANK OF INDIA|7681|2010|42290|8001|269498|283574|783921|54841108|601928|2655574.64684|1339957|2992100.38715|0|0.0|13153|59028.3295|5380225|12227582.95952|2555936|5693155.68147|2581|10013.671|44944003|138159767.977|3869|3497.02701
Private Sector Banks|2024-05-31|AXIS BANK LTD|6296|8810|1857120|541|778059|83438750|14340543|35813397|32435706|80888524.67449006|23311525|111362891.26432002|0|0.0|86303|407757.6214|5560061|17304046.43635002|2500082|12255050.063940017|13718|361249.0211100002|19108778|120589540.98309|0|0.0
Private Sector Banks|2024-05-31|BANDHAN BANK LTD|433|5|59262|0|0|0|0|5669330|0|0.0|0|0.0|0|0.0|0|0.0|275320|865465.3139|92867|372833.88818|0|0.0|2267221|12635958.638|192|202.3
Private Sector Banks|2024-05-31|CITY UNION BANK LTD.|1144|530|7016|67443|0|70715|28055|2799359|52026|274016.93627|31693|275474.3849899978|0|0.0|386|1870.2|420970|1229479.65761|40094|127255.26222|0|0.0|2634987|14550509.67816|0|0.0
Private Sector Banks|2024-05-31|CSB BANK LTD.|701|48|0|0|11439|0|104120|879581|183223|643065.61989|594220|1310227.96425|0|0.0|0|0.0|169492|366689.34006|15569|45990.55898|2|20.0|437145|2220363.7|3|1.101
Private Sector Banks|2024-05-31|DCB BANK LTD|413|5|8034|0|13759|0|0|907416|0|0.0|0|0.0|0|0.0|0|0.0|86231|252814.95983|40773|156010.52154|278|8035.163|290078|1543548.55495|0|0.0
Private Sector Banks|2024-05-31|DHANALAKSHMI BANK LTD|241|39|1519|0|0|33438|11610|541949|24326|56813.430340000006|6617|27506.45245|0|0.0|251|831.6|171790|344331.2343499998|8159|22412.52148|0|0.0|449860|2019847.6885|0|0.0
Private Sector Banks|2024-05-31|FEDERAL BANK LTD|1695|335|20281|589|1815|5260484|985499|13628382|1902127|6597729.488|1813295|9933501.16881|0|0.0|4261|19810.99927|3451855|8300168.79|1349704|5688210.228|2859|44467.99473|8256521|42483527.029|42|39.21
Private Sector Banks|2024-05-31|HDFC BANK LTD|12062|9070|1487521|4745|1950894|575652|21111287|55912530|60033185|162511295.75938|32790331|251553514.73466|0|0.0|215580|1351132.72453|12097915|41634530.42077|7785767|34427313.19217|76876|1186033.0058399998|36659269|239575569.292|491|504.456
Private Sector Banks|2024-05-31|ICICI BANK LTD|10103|6957|1726830|9840|589902|3530011|17084977|32215894|19821248|99084962.15648022|47699861|220787826.44534853|59|5272.323|73163|355367.5|7734235|26948576.90016029|3170279|20293907.270209905|8657|187991.5506|17148228|120788815.129|1|0.01
Private Sector Banks|2024-05-31|IDBI BANK LTD|2328|970|14062|1539|11144|308455|35605|11933852|72223|281211.97714|57979|207634.74682|0|0.0|484|2790.73768|1336242|3175561.513|255513|747499.4776|0|0.0|5520011|27950538.522|95|41.144
